Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,39,1,Social Service (evening attendance),evening,1,130.0,1,37,Basic Education 1st Cycle (4th–5th Year),6,"Services, Security, Sellers",113.5,1,0,0,1,female,no,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
divorced,39,1,Agronomy,daytime,12,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Farmers and Agricultural Workers,160.0,0,0,0,1,female,no,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
single,18,1,Basic Education,daytime,1,123.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Skilled Industry and Construction Workers,117.4,1,0,0,1,female,no,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,51,1,Communication Design,daytime,1,130.0,1,3,Secondary Education - 12th Year or Eq.,2,Machine Operators and Assemblers,122.2,0,0,1,1,female,no,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
single,1,2,Social Service,daytime,1,122.0,1,37,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,118.2,1,0,0,1,female,no,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1,1,Veterinary Nursing,daytime,1,113.0,1,1,Secondary Education - 12th Year or Eq.,4,Administrative Staff,106.7,1,0,0,1,female,no,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,1,5,Nursing,daytime,1,111.0,1,3,Master's Degree,4,Intermediate Level Technicians,108.2,1,0,0,1,female,no,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,17,2,Basic Education,daytime,1,133.1,1,19,Secondary Education - 12th Year or Eq.,9,Intermediate Level Technicians,107.0,1,0,0,1,female,no,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
single,1,1,Social Service,daytime,1,142.0,1,37,Basic Education 1st Cycle (4th–5th Year),6,Skilled Industry and Construction Workers,136.1,1,0,0,1,female,no,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
single,17,2,Management,daytime,1,123.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,115.3,1,0,0,1,female,yes,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
single,1,1,Veterinary Nursing,daytime,1,131.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,139.8,1,0,0,1,female,no,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
single,1,3,Journalism and Communication,daytime,1,158.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,157.0,1,0,0,1,female,no,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
single,17,2,Nursing,daytime,1,122.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,131.0,1,0,0,1,female,no,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
single,43,1,Nursing,daytime,1,130.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,"Services, Security, Sellers",100.0,0,0,0,1,female,no,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
single,17,1,Social Service,daytime,1,154.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,140.4,1,0,0,1,female,yes,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
single,17,1,Management,daytime,1,120.0,1,19,Basic Education 3rd Cycle (9th–11th Year),3,Intermediate Level Technicians,113.4,0,0,0,1,female,no,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
single,1,2,Veterinary Nursing,daytime,1,140.0,1,37,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,137.0,0,0,0,1,female,no,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
single,1,1,Management,daytime,1,127.0,1,2,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",121.8,0,0,0,1,female,no,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
single,17,1,Tourism,daytime,1,133.1,1,1,Secondary Education - 12th Year or Eq.,4,"Services, Security, Sellers",131.0,1,0,0,1,female,no,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
single,1,2,Management,daytime,1,120.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Skilled Industry and Construction Workers,118.6,1,0,0,1,female,no,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,137.0,1,3,Basic Education 3rd Cycle (9th–11th Year),2,Unskilled Workers,122.3,0,0,0,1,female,no,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1,1,Advertising and Marketing Management,daytime,1,131.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,127.9,0,0,0,1,female,yes,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
single,1,1,Veterinary Nursing,daytime,1,130.0,1,19,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,121.3,1,0,0,1,female,no,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
single,17,6,Oral Hygiene,daytime,1,122.0,1,1,Secondary Education - 12th Year or Eq.,4,"Services, Security, Sellers",117.1,1,0,0,1,female,no,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,44,1,Veterinary Nursing,daytime,39,160.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,160.0,1,0,0,1,female,no,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
single,1,1,Basic Education,daytime,1,146.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Intermediate Level Technicians,145.3,1,0,0,1,female,yes,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
single,17,3,Social Service,daytime,1,131.0,1,1,Technological Specialization Course,5,Intermediate Level Technicians,122.6,1,0,0,1,female,no,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
single,17,6,Nursing,daytime,1,132.0,1,1,Basic Education 1st Cycle (4th–5th Year),8,Unskilled Workers,128.0,1,0,0,1,female,no,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
single,1,3,Nursing,daytime,1,138.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,Machine Operators and Assemblers,124.9,1,0,0,1,female,yes,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
single,17,2,Communication Design,daytime,1,130.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,123.7,1,0,0,1,female,no,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
single,1,4,Management,daytime,1,126.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Machine Operators and Assemblers,120.1,1,0,0,1,female,no,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
single,17,6,Nursing,daytime,1,148.0,1,1,Basic Education 3rd Cycle (9th–11th Year),3,Intermediate Level Technicians,131.7,1,0,0,1,female,no,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,43,1,Social Service,daytime,1,130.0,1,38,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,133.2,0,0,0,1,female,no,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
single,1,1,Advertising and Marketing Management,daytime,1,117.0,1,1,Basic Education 2nd Cycle (6th–8th Year),3,Unskilled Workers,109.3,0,0,1,0,female,yes,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
single,17,1,Advertising and Marketing Management,daytime,1,120.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",113.0,1,0,0,1,female,no,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
single,1,1,Journalism and Communication,daytime,1,153.0,1,1,Secondary Education - 12th Year or Eq.,141,"Food, Wood, Textile, Other Industry Workers",157.9,0,0,1,1,female,yes,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
single,1,2,Nursing,daytime,1,117.0,1,19,Secondary Education - 12th Year or Eq.,4,Skilled Industry and Construction Workers,112.1,0,0,0,1,female,yes,20,0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
single,18,1,Nursing,daytime,1,178.0,1,19,Secondary Education - 12th Year or Eq.,4,Machine Operators and Assemblers,174.7,0,0,0,1,female,no,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
single,1,5,Nursing,daytime,1,129.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,128.8,1,0,0,1,female,no,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
single,1,6,Journalism and Communication,daytime,1,116.0,1,19,Secondary Education - 12th Year or Eq.,4,Administrative Staff,110.1,1,0,0,1,female,yes,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
single,51,1,Management,daytime,1,99.0,1,3,Secondary Education - 12th Year or Eq.,3,Intermediate Level Technicians,99.7,1,0,1,0,female,no,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
single,1,3,Social Service,daytime,1,135.0,1,1,Other - 11th Year,9,Armed Forces Professions,121.0,1,0,0,1,female,yes,19,0,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
single,1,3,Nursing,daytime,1,141.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Skilled Industry and Construction Workers,131.7,1,0,0,1,female,yes,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
single,17,5,Basic Education,daytime,1,132.0,1,37,Basic Education 2nd Cycle (6th–8th Year),5,Farmers and Agricultural Workers,119.1,1,0,0,1,female,yes,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
single,1,4,Tourism,daytime,1,132.0,1,12,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,124.7,1,0,0,1,female,no,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
single,17,1,Tourism,daytime,1,113.0,1,1,Basic Education 1st Cycle (4th–5th Year),9,Armed Forces Professions,117.2,1,0,0,1,female,no,20,0,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
single,1,1,Management,daytime,1,134.0,1,3,Basic Education 3rd Cycle (9th–11th Year),2,Armed Forces Professions,128.8,0,0,0,1,female,no,18,0,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
single,1,1,Nursing,daytime,1,136.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,131.5,0,0,0,1,female,yes,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,136.0,1,3,Basic Education 1st Cycle (4th–5th Year),2,Machine Operators and Assemblers,121.7,1,0,0,1,female,no,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Veterinary Nursing,daytime,1,129.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,123.4,0,0,0,1,female,no,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
single,17,1,Basic Education,daytime,1,138.0,1,38,Basic Education 2nd Cycle (6th–8th Year),7,Farmers and Agricultural Workers,124.7,1,0,0,1,female,no,18,0,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Basic Education,daytime,1,137.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,132.8,1,0,0,1,female,no,18,0,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
single,43,1,Basic Education,daytime,1,115.0,1,3,Basic Education 1st Cycle (4th–5th Year),2,"Services, Security, Sellers",108.7,1,0,0,1,female,no,21,0,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
single,1,1,Basic Education,daytime,1,129.0,1,38,Basic Education 1st Cycle (4th–5th Year),6,Farmers and Agricultural Workers,138.1,0,0,0,1,female,no,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
single,1,1,Management,daytime,1,131.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,126.5,0,0,0,1,female,yes,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
single,17,2,Social Service,daytime,1,133.0,1,1,Basic Education 1st Cycle (4th–5th Year),7,Unskilled Workers,127.4,1,0,0,1,female,yes,18,0,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
single,1,3,Social Service,daytime,1,125.0,1,19,Secondary Education - 12th Year or Eq.,9,Armed Forces Professions,123.6,1,0,0,1,female,no,20,0,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
single,39,1,Social Service (evening attendance),evening,1,120.0,1,1,Basic Education 3rd Cycle (9th–11th Year),6,Machine Operators and Assemblers,122.0,0,0,0,1,female,yes,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
single,1,1,Advertising and Marketing Management,daytime,1,128.0,1,19,Secondary Education - 12th Year or Eq.,4,Legislative/Executive Directors and Managers,118.2,0,0,0,1,female,no,19,0,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
single,1,1,Nursing,daytime,1,127.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,123.9,1,0,0,1,female,yes,18,0,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
single,1,2,Nursing,daytime,1,134.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,125.8,1,0,0,1,female,no,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
single,17,5,Basic Education,daytime,1,132.0,1,12,Other - 11th Year,4,Administrative Staff,123.3,1,0,0,1,female,no,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
single,17,2,Advertising and Marketing Management,daytime,1,124.0,1,1,Basic Education 3rd Cycle (9th–11th Year),5,Administrative Staff,124.4,0,0,0,1,female,no,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
single,17,1,Journalism and Communication,daytime,1,133.1,1,19,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,126.0,0,0,0,1,female,yes,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
widower,39,1,Agronomy,daytime,1,170.0,1,1,Basic Education 1st Cycle (4th–5th Year),6,Farmers and Agricultural Workers,170.0,0,0,1,1,female,no,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
single,17,3,Social Service,daytime,1,125.0,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Machine Operators and Assemblers,121.5,0,0,0,1,female,no,19,0,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
single,39,1,Nursing,daytime,3,130.0,1,2,Bachelor's Degree,1,Legislative/Executive Directors and Managers,130.0,0,0,0,1,female,no,29,0,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
single,43,1,Social Service,daytime,1,125.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Machine Operators and Assemblers,117.0,1,0,0,1,female,no,21,0,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
single,39,1,Veterinary Nursing,daytime,1,130.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Skilled Industry and Construction Workers,130.0,1,0,0,1,female,no,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
single,17,2,Oral Hygiene,daytime,1,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),3,Armed Forces Professions,108.0,0,0,0,1,female,no,20,0,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
single,17,1,Nursing,daytime,1,131.0,1,2,Basic Education 2nd Cycle (6th–8th Year),4,"Services, Security, Sellers",132.3,1,0,0,1,female,no,19,0,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
single,42,1,Social Service (evening attendance),evening,1,150.0,1,19,Bachelor's Degree,4,Farmers and Agricultural Workers,148.0,0,0,0,1,female,no,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
single,17,2,Tourism,daytime,1,125.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Machine Operators and Assemblers,122.6,1,0,1,0,female,no,20,0,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
single,1,1,Advertising and Marketing Management,daytime,1,131.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,123.0,1,0,0,1,female,yes,18,0,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
single,39,1,Basic Education,daytime,1,130.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",102.5,0,0,0,1,female,no,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
single,1,2,Nursing,daytime,1,123.0,1,34,Unknown,90,Other Situation,113.3,1,0,0,1,female,no,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
single,1,5,Basic Education,daytime,1,141.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",133.0,1,0,0,1,female,no,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
single,7,1,Nursing,daytime,3,140.0,1,1,Secondary Education - 12th Year or Eq.,9,"Services, Security, Sellers",140.0,0,0,0,1,female,no,33,0,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout
single,43,1,Basic Education,daytime,1,140.0,1,3,Secondary Education - 12th Year or Eq.,3,Intermediate Level Technicians,128.3,1,0,0,1,female,no,35,0,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate
single,44,1,Management (evening attendance),evening,39,140.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Machine Operators and Assemblers,140.0,0,0,0,1,female,yes,26,0,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled
single,39,1,Journalism and Communication,daytime,19,133.1,1,19,Basic Education 3rd Cycle (9th–11th Year),3,Administrative Staff,104.0,0,0,1,0,female,no,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
single,18,3,Communication Design,daytime,1,131.0,1,1,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",122.3,1,0,0,0,female,no,19,0,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
single,17,2,Tourism,daytime,1,143.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Farmers and Agricultural Workers,135.0,0,0,0,1,female,no,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,18,2,Management,daytime,1,132.0,1,3,Higher Education - Degree,5,Skilled Industry and Construction Workers,119.1,1,0,1,0,female,no,20,0,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout
single,43,1,Social Service,daytime,1,143.0,1,1,Basic Education 1st Cycle (4th–5th Year),5,Unskilled Workers,126.6,0,0,1,0,female,no,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled
single,17,3,Nursing,daytime,1,141.0,1,38,Secondary Education - 12th Year or Eq.,9,Administrative Staff,129.0,1,0,0,1,female,yes,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
single,39,1,Veterinary Nursing,daytime,1,133.1,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,162.3,1,0,0,1,female,no,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
single,17,4,Communication Design,daytime,1,148.0,1,1,Higher Education - Degree,4,Legislative/Executive Directors and Managers,163.4,1,0,0,1,female,no,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate
single,1,1,Tourism,daytime,1,125.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Machine Operators and Assemblers,121.5,0,0,0,1,female,yes,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
single,1,1,Social Service (evening attendance),evening,1,120.0,1,1,Basic Education 1st Cycle (4th–5th Year),7,Intermediate Level Technicians,122.8,0,0,0,1,female,no,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled
single,39,1,Management,daytime,1,140.0,1,12,Higher Education - Degree,4,Intermediate Level Technicians,118.0,1,0,0,1,female,no,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,51,1,Basic Education,daytime,1,139.0,1,1,Secondary Education - 12th Year or Eq.,4,Armed Forces Professions,134.0,0,0,0,1,female,no,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,1,4,Nursing,daytime,1,142.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Machine Operators and Assemblers,129.8,1,0,0,1,female,no,18,0,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate
single,39,1,Management (evening attendance),evening,40,130.0,1,19,Secondary Education - 12th Year or Eq.,3,Administrative Staff,152.0,1,0,0,1,female,no,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,18,6,Nursing,daytime,1,126.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",122.8,1,0,0,1,female,no,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate
single,7,1,Informatics Engineering,daytime,3,150.0,1,3,Bachelor's Degree,2,Intellectual and Scientific Specialists,150.0,0,0,0,1,female,no,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1,1,Basic Education,daytime,1,130.0,1,19,Basic Education 3rd Cycle (9th–11th Year),3,Machine Operators and Assemblers,131.8,0,0,0,1,female,no,18,0,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate
single,39,1,Nursing,daytime,1,120.0,1,1,Higher Education - Degree,175,Physical Sciences and Engineering Specialists,105.9,0,0,0,1,female,no,35,0,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled
single,1,1,Veterinary Nursing,daytime,1,138.0,1,1,Secondary Education - 12th Year or Eq.,4,Skilled Industry and Construction Workers,132.1,1,0,0,1,female,no,19,0,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,Graduate
single,1,4,Social Service,daytime,1,127.0,1,19,Basic Education 3rd Cycle (9th–11th Year),4,Student,127.4,1,0,0,1,female,no,20,0,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate
single,1,4,Nursing,daytime,1,140.0,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,129.5,1,0,0,1,female,no,18,0,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate
single,44,1,Social Service,daytime,39,130.0,1,38,Basic Education 2nd Cycle (6th–8th Year),5,Armed Forces Professions,126.7,0,0,1,1,female,no,21,0,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,Graduate
single,17,2,Social Service,daytime,1,128.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Machine Operators and Assemblers,116.5,0,0,0,1,female,yes,18,0,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate
single,1,1,Social Service,daytime,1,132.0,1,34,Unknown,0,Student,119.1,1,0,0,1,female,no,18,0,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate
single,1,2,Nursing,daytime,1,149.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,126.5,1,0,0,1,female,no,18,0,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,Graduate
